symbol,entry_time,exit_time,side,pnl_usd,result,setup,rvol,adx
LINEA/USDT,2026-01-24 07:00:00,2026-01-24 07:45:00,SHORT,1.4504545562551368,TIME EXIT,SNIPER_SHORT,2.774954653056031,48.21269364232515
SENT/USDT,2026-01-23 23:30:00,2026-01-24 08:45:00,LONG,30.35982121751926,TRAILING STOP,SNIPER_LONG,3.2201340615940675,14.289524428690758
LIT/USDT,2026-01-24 08:00:00,2026-01-24 08:45:00,SHORT,4.698378129349375,TIME EXIT,SNIPER_SHORT,4.50033631067151,22.530978406070357
RIVER/USDT,2026-01-24 08:00:00,2026-01-24 08:45:00,SHORT,8.699943126634894,TRAILING STOP,SNIPER_SHORT,0.8575114206732527,39.59963615101746
MYX/USDT,2026-01-24 08:45:00,2026-01-24 09:30:00,SHORT,-4.725120006367801,TIME EXIT,SNIPER_SHORT,1.5131164470308571,34.26264192750859
SENT/USDT,2026-01-24 09:00:00,2026-01-24 09:45:00,SHORT,5.92023246616714,TIME EXIT,SNIPER_SHORT,1.8442495258887563,29.50637728271686
COAI/USDT,2026-01-24 03:30:00,2026-01-24 11:15:00,LONG,14.992001450172326,TRAILING STOP,SNIPER_LONG,2.237074440073108,18.49570499530569
LINEA/USDT,2026-01-24 14:00:00,2026-01-24 14:15:00,SHORT,-13.350022119839462,STOP LOSS,SNIPER_SHORT,1.936441930044933,50.29215012285094
LINEA/USDT,2026-01-24 15:15:00,2026-01-24 15:30:00,SHORT,-15.904148960380272,STOP LOSS,SNIPER_SHORT,2.133966072448906,58.26086359437353
PUMPFUN/USDT,2026-01-24 11:30:00,2026-01-24 18:15:00,LONG,15.028884859262359,TRAILING STOP,SNIPER_LONG,3.083108659292538,30.038681977095496
MYX/USDT,2026-01-24 18:00:00,2026-01-24 18:45:00,SHORT,-14.868846613677224,STOP LOSS,SNIPER_SHORT,1.730351499987815,32.89937306946274
PUMPFUN/USDT,2026-01-24 19:00:00,2026-01-24 19:15:00,SHORT,-8.48722687434255,STOP LOSS,SNIPER_SHORT,0.7737356864121672,37.769373121728805
POWER/USDT,2026-01-24 04:45:00,2026-01-24 20:15:00,LONG,-17.0017225072208,STOP LOSS,SNIPER_LONG,2.14673615316082,26.561663988706215
PUMPFUN/USDT,2026-01-24 20:00:00,2026-01-24 20:45:00,SHORT,-5.741315079213811,TIME EXIT,SNIPER_SHORT,2.345716168220092,46.95602604444177
VVV/USDT,2026-01-23 10:30:00,2026-01-24 22:15:00,LONG,-17.59303319417771,STOP LOSS,SNIPER_LONG,2.0653351601613417,44.68376140815935
PUMPFUN/USDT,2026-01-24 21:15:00,2026-01-24 22:00:00,SHORT,-0.4135679432554364,TIME EXIT,SNIPER_SHORT,0.784006260955571,54.67247300558013
PUMPFUN/USDT,2026-01-24 23:30:00,2026-01-25 00:15:00,SHORT,3.464370502436285,TIME EXIT,SNIPER_SHORT,0.526655973128502,58.26821669380865
RIVER/USDT,2026-01-24 23:30:00,2026-01-25 00:15:00,SHORT,-13.226528141157035,STOP LOSS,SNIPER_SHORT,1.050209408062782,30.140007908085177
LIT/USDT,2026-01-24 20:30:00,2026-01-25 01:30:00,LONG,-13.964162843400343,STOP LOSS,SNIPER_LONG,2.3624109175502164,29.02159768317952
HYPE/USDT,2026-01-24 08:45:00,2026-01-25 04:00:00,LONG,-8.528929408553516,STOP LOSS,SNIPER_LONG,2.702769020321122,19.544381494893624
FARTCOIN/USDT,2026-01-24 18:15:00,2026-01-25 03:15:00,LONG,-8.84273812973392,STOP LOSS,SNIPER_LONG,3.555721554099562,31.484064825019782
ASTER/USDT,2026-01-25 06:00:00,2026-01-25 07:15:00,LONG,-7.846544505042907,STOP LOSS,SNIPER_LONG,3.96687456080494,19.30442135046514
DEEP/USDT,2026-01-24 22:15:00,2026-01-25 08:30:00,LONG,-5.404384042168607,STOP LOSS,SNIPER_LONG,3.7698398709432657,12.775132324456179
ATH/USDT,2026-01-25 01:45:00,2026-01-25 11:00:00,LONG,13.468315173240377,TRAILING STOP,SNIPER_LONG,2.8200298390058864,39.4920781213847
LIT/USDT,2026-01-25 08:45:00,2026-01-25 11:00:00,LONG,-12.883578059356541,STOP LOSS,SNIPER_LONG,2.702332554017165,17.849052992420336
AUCTION/USDT,2026-01-25 09:00:00,2026-01-25 11:15:00,LONG,38.786004520686205,TRAILING STOP,SNIPER_LONG,3.775219253509676,40.09076890158576
ATH/USDT,2026-01-25 11:00:00,2026-01-25 13:30:00,LONG,-10.653622816122525,STOP LOSS,SNIPER_LONG,2.7613563580058824,25.860979186162197
AUCTION/USDT,2026-01-25 11:15:00,2026-01-25 14:00:00,LONG,41.97570720618943,TRAILING STOP,SNIPER_LONG,11.740230708487232,49.34692404908034
VVV/USDT,2026-01-25 04:30:00,2026-01-25 15:45:00,LONG,-8.599808774470118,STOP LOSS,SNIPER_LONG,2.3853521727364426,19.355611321348142
AUCTION/USDT,2026-01-25 15:15:00,2026-01-25 16:00:00,SHORT,9.985889675094676,TRAILING STOP,SNIPER_SHORT,1.900906864970441,69.29623665565563
1000TOSHI/USDT,2026-01-25 16:00:00,2026-01-25 16:00:00,LONG,-9.634572010927773,STOP LOSS,SNIPER_LONG,23.57555277286996,12.61531256170047
SPACE/USDT,2026-01-25 14:00:00,2026-01-25 16:30:00,LONG,-17.55314372677333,STOP LOSS,SNIPER_LONG,2.1642877499859314,16.00986018978154
SENT/USDT,2026-01-25 13:45:00,2026-01-25 18:30:00,LONG,34.22743412104995,TRAILING STOP,SNIPER_LONG,2.185372731356643,15.640549241184491
RIVER/USDT,2026-01-25 11:00:00,2026-01-25 20:00:00,LONG,26.29782212160411,TRAILING STOP,SNIPER_LONG,2.4815644528742977,26.46020083368259
SENT/USDT,2026-01-25 18:30:00,2026-01-25 18:45:00,LONG,-19.020800043395347,STOP LOSS,SNIPER_LONG,2.3515606895015946,39.04591045919805
WHITEWHALE/USDT,2026-01-25 22:30:00,2026-01-25 23:15:00,SHORT,1.0612718272062251,TIME EXIT,SNIPER_SHORT,0.9845470912112352,36.303385190773646
AUCTION/USDT,2026-01-25 22:15:00,2026-01-26 01:15:00,LONG,-18.910710216950932,STOP LOSS,SNIPER_LONG,2.6417192952546684,27.26852102602806
APEX/USDT,2026-01-25 22:45:00,2026-01-26 03:15:00,LONG,19.04113057333506,TRAILING STOP,SNIPER_LONG,3.7071247915622823,24.77148530871073
0G/USDT,2026-01-26 03:15:00,2026-01-26 03:30:00,LONG,-18.030433351337354,STOP LOSS,SNIPER_LONG,3.0518611979196084,31.192561805271524
BTR/USDT,2026-01-26 03:30:00,2026-01-26 04:30:00,LONG,31.147292750516975,TRAILING STOP,SNIPER_LONG,10.80021620193848,41.97701403353966
BTR/USDT,2026-01-26 04:30:00,2026-01-26 04:30:00,LONG,-18.32357781546067,STOP LOSS,SNIPER_LONG,6.763088609439343,53.996281617502866
LINEA/USDT,2026-01-26 05:30:00,2026-01-26 06:00:00,SHORT,-11.289409474597129,STOP LOSS,SNIPER_SHORT,2.5687457575674997,45.27555536299907
BTR/USDT,2026-01-26 05:30:00,2026-01-26 06:15:00,SHORT,2.9965137622570683,BREAKEVEN,SNIPER_SHORT,7.8869090058988265,59.793872116221486
BTR/USDT,2026-01-26 06:45:00,2026-01-26 07:15:00,SHORT,-15.810994908752562,STOP LOSS,SNIPER_SHORT,2.5098077992240633,65.58650366395784
LINEA/USDT,2026-01-26 07:00:00,2026-01-26 07:30:00,SHORT,-15.3878050628684,STOP LOSS,SNIPER_SHORT,5.098623496880285,55.08650248272524
BTR/USDT,2026-01-26 08:30:00,2026-01-26 08:45:00,SHORT,1.9531114285365987,BREAKEVEN,SNIPER_SHORT,1.0551714800727068,68.08583026382846
IP/USDT,2026-01-26 01:45:00,2026-01-26 09:00:00,LONG,-17.07344750349272,STOP LOSS,SNIPER_LONG,3.0411218858780753,32.34400770551113
RIVER/USDT,2026-01-25 20:00:00,2026-01-26 10:00:00,LONG,34.577024841132065,TRAILING STOP,SNIPER_LONG,3.9000341631869904,47.10770599600808
VVV/USDT,2026-01-26 09:30:00,2026-01-26 10:15:00,SHORT,-2.0847758450158684,TIME EXIT,SNIPER_SHORT,0.9571644587058902,43.97956540449749
KITE/USDT,2026-01-25 16:30:00,2026-01-26 15:45:00,LONG,-14.754501187976015,STOP LOSS,SNIPER_LONG,3.29940303441071,24.6682998533695
POWER/USDT,2026-01-26 16:30:00,2026-01-26 17:15:00,SHORT,7.970511181857006,TIME EXIT,SNIPER_SHORT,3.9609800375132185,30.940121803543107
WHITEWHALE/USDT,2026-01-26 17:00:00,2026-01-26 17:15:00,SHORT,1.5988278392751933,BREAKEVEN,SNIPER_SHORT,2.244866882571991,45.100058045329845
H/USDT,2026-01-26 09:15:00,2026-01-26 17:30:00,LONG,-12.463861756581428,STOP LOSS,SNIPER_LONG,2.1680904777468473,37.651332163078266
HYPE/USDT,2026-01-26 17:30:00,2026-01-26 18:15:00,SHORT,-7.676060638820743,TIME EXIT,SNIPER_SHORT,2.254314069718076,27.07122348699087
WHITEWHALE/USDT,2026-01-26 17:45:00,2026-01-26 18:15:00,SHORT,-13.602462290287267,STOP LOSS,SNIPER_SHORT,1.1135971293278053,51.319986909565
HYPE/USDT,2026-01-26 18:45:00,2026-01-26 19:30:00,SHORT,-4.650604366380662,TIME EXIT,SNIPER_SHORT,1.2302285231170116,36.42506349495266
WHITEWHALE/USDT,2026-01-26 18:45:00,2026-01-26 19:30:00,SHORT,5.4172466355944415,TIME EXIT,SNIPER_SHORT,1.3366046767663005,56.03996986577868
HYPE/USDT,2026-01-26 22:30:00,2026-01-26 22:45:00,SHORT,-7.633415387265843,STOP LOSS,SNIPER_SHORT,0.9841308591525412,47.41739783649381
BERA/USDT,2026-01-26 22:15:00,2026-01-26 23:00:00,SHORT,5.160461398477722,TIME EXIT,SNIPER_SHORT,3.942869354304459,29.018989606240183
HYPE/USDT,2026-01-26 23:30:00,2026-01-27 00:15:00,SHORT,-2.0882155360589354,TIME EXIT,SNIPER_SHORT,0.7369244001034422,51.09619319246256
VVV/USDT,2026-01-27 00:00:00,2026-01-27 00:45:00,SHORT,-1.7619894907881817,TIME EXIT,SNIPER_SHORT,0.6951932046589483,34.77979491540864
VVV/USDT,2026-01-27 02:00:00,2026-01-27 02:45:00,SHORT,3.1517335799867627,TIME EXIT,SNIPER_SHORT,0.42692285093674004,43.456832499970396
HYPE/USDT,2026-01-27 04:00:00,2026-01-27 04:00:00,SHORT,-8.565299997373991,STOP LOSS,SNIPER_SHORT,1.628525420838048,64.23860682803883
PUMPFUN/USDT,2026-01-27 04:00:00,2026-01-27 04:00:00,SHORT,-8.82089024497797,STOP LOSS,SNIPER_SHORT,1.7350707650503534,43.905736509824756
BTR/USDT,2026-01-26 15:45:00,2026-01-27 04:30:00,LONG,-15.809299050805777,STOP LOSS,SNIPER_LONG,2.946898715519045,42.487711936038856
LIT/USDT,2026-01-26 10:15:00,2026-01-27 05:00:00,LONG,28.199733477717672,TRAILING STOP,SNIPER_LONG,2.704149763550348,30.73259800803653
KITE/USDT,2026-01-27 04:30:00,2026-01-27 05:00:00,LONG,8.595906331557705,TRAILING STOP,SNIPER_LONG,2.364555421741975,11.949205171114873
HYPE/USDT,2026-01-27 04:30:00,2026-01-27 05:15:00,SHORT,-5.174954782826228,TIME EXIT,SNIPER_SHORT,0.7543670153993944,64.75489305261033
PUMPFUN/USDT,2026-01-27 04:30:00,2026-01-27 05:15:00,SHORT,-3.554147186022328,TIME EXIT,SNIPER_SHORT,0.8272210590097647,48.45158575087332
KITE/USDT,2026-01-27 05:00:00,2026-01-27 06:15:00,LONG,-7.1998494305414775,STOP LOSS,SNIPER_LONG,3.631968262544634,18.90248893850616
HYPE/USDT,2026-01-27 06:00:00,2026-01-27 06:30:00,SHORT,-8.820362832167879,STOP LOSS,SNIPER_SHORT,0.6450804015995972,66.68508606927472
PENDLE/USDT,2026-01-26 17:45:00,2026-01-27 06:45:00,LONG,-10.813296576178749,STOP LOSS,SNIPER_LONG,3.1975554163358906,35.97891111263262
PUMPFUN/USDT,2026-01-27 06:30:00,2026-01-27 07:15:00,SHORT,-4.193254521504732,TIME EXIT,SNIPER_SHORT,0.2575917674889962,61.00020359106721
PUMPFUN/USDT,2026-01-27 08:00:00,2026-01-27 08:00:00,SHORT,-10.658253392356412,STOP LOSS,SNIPER_SHORT,1.8356153169999698,63.308838608118236
MON/USDT,2026-01-27 08:00:00,2026-01-27 08:45:00,SHORT,3.055642202890824,TIME EXIT,SNIPER_SHORT,2.3714068656368172,48.912786989242086
ZEC/USDT,2026-01-27 08:00:00,2026-01-27 08:45:00,SHORT,3.1712827075613,TIME EXIT,SNIPER_SHORT,1.249672226024578,32.15153284507583
LINEA/USDT,2026-01-27 06:15:00,2026-01-27 09:00:00,LONG,20.481247309163017,TRAILING STOP,SNIPER_LONG,3.5040743832740393,17.121564295878127
LINEA/USDT,2026-01-27 09:00:00,2026-01-27 09:15:00,LONG,-14.334265566520841,STOP LOSS,SNIPER_LONG,3.034969331111865,40.405177457345225
HYPE/USDT,2026-01-27 09:00:00,2026-01-27 09:45:00,SHORT,3.073552113974233,TIME EXIT,SNIPER_SHORT,1.033076065369281,64.75059873878818
APEX/USDT,2026-01-27 12:45:00,2026-01-27 13:15:00,SHORT,-7.310224638743785,STOP LOSS,SNIPER_SHORT,0.29255313253597165,43.82122773325349
MON/USDT,2026-01-27 13:45:00,2026-01-27 14:15:00,SHORT,-9.69542371418746,STOP LOSS,SNIPER_SHORT,1.704487563117218,44.7948051038274
APEX/USDT,2026-01-27 14:30:00,2026-01-27 15:15:00,SHORT,15.264499705250156,TIME EXIT,SNIPER_SHORT,1.90618479619076,55.961522306815276
PYTH/USDT,2026-01-27 16:30:00,2026-01-27 17:15:00,SHORT,14.39044169463839,TIME EXIT,SNIPER_SHORT,6.608857182916094,39.72410040238789
PIPPIN/USDT,2026-01-27 17:15:00,2026-01-27 17:45:00,SHORT,3.4967397935430933,BREAKEVEN,SNIPER_SHORT,1.282291107063319,43.538213166534476
SENT/USDT,2026-01-27 06:45:00,2026-01-27 18:15:00,LONG,-14.023731238147363,STOP LOSS,SNIPER_LONG,2.00527371374041,17.317171402266315
XPL/USDT,2026-01-27 20:00:00,2026-01-27 20:15:00,SHORT,-9.752690899745492,STOP LOSS,SNIPER_SHORT,2.325378305421611,24.791418131755385
PIPPIN/USDT,2026-01-27 19:45:00,2026-01-27 20:30:00,SHORT,-13.252997895892053,TIME EXIT,SNIPER_SHORT,1.5232820355763455,52.270768485102934
LIT/USDT,2026-01-27 05:00:00,2026-01-27 21:30:00,LONG,21.349905134895728,TRAILING STOP,SNIPER_LONG,4.8028908724885975,35.32113605694305
FARTCOIN/USDT,2026-01-27 20:45:00,2026-01-27 21:30:00,SHORT,-3.6454577455970445,TIME EXIT,SNIPER_SHORT,0.8767516459668588,29.921179687380825
XPL/USDT,2026-01-27 20:45:00,2026-01-27 21:30:00,SHORT,-1.541680836379134,TIME EXIT,SNIPER_SHORT,1.3457695455205057,31.620951691010532
PIPPIN/USDT,2026-01-27 21:30:00,2026-01-27 22:15:00,SHORT,3.592596481700674,BREAKEVEN,SNIPER_SHORT,1.0607167869856955,58.64626127483962
WLFI/USDT,2026-01-27 22:00:00,2026-01-27 22:45:00,SHORT,-0.3749435171618754,TIME EXIT,SNIPER_SHORT,2.1286236355033323,31.627687914254736
HYPE/USDT,2026-01-27 23:30:00,2026-01-28 00:15:00,SHORT,-5.194206463611405,TIME EXIT,SNIPER_SHORT,0.8383995483722007,57.53324715025637
PIPPIN/USDT,2026-01-27 23:45:00,2026-01-28 00:30:00,SHORT,-9.59013682794231,TIME EXIT,SNIPER_SHORT,0.7709739228226651,52.10831734895727
HYPE/USDT,2026-01-28 02:15:00,2026-01-28 02:15:00,SHORT,-12.068192646275683,STOP LOSS,SNIPER_SHORT,0.7980319022850775,72.45981626978325
POWER/USDT,2026-01-27 09:30:00,2026-01-28 03:30:00,LONG,-14.01218958955741,STOP LOSS,SNIPER_LONG,2.0128236549050365,28.865974271689602
PIPPIN/USDT,2026-01-28 02:45:00,2026-01-28 03:30:00,SHORT,-14.203034359145263,STOP LOSS,SNIPER_SHORT,1.4107053294412397,62.250589048681356
HYPE/USDT,2026-01-28 03:00:00,2026-01-28 03:45:00,SHORT,-7.057294568012775,TIME EXIT,SNIPER_SHORT,1.581800666035671,74.72033465253992
BTR/USDT,2026-01-27 21:30:00,2026-01-28 04:00:00,LONG,-15.109792967148135,STOP LOSS,SNIPER_LONG,2.204252748059707,14.773506801742588
RIVER/USDT,2026-01-28 03:45:00,2026-01-28 04:30:00,SHORT,7.644358909100697,TIME EXIT,SNIPER_SHORT,0.624536503379135,33.67526668440134
ZRO/USDT,2026-01-28 03:45:00,2026-01-28 04:30:00,SHORT,-1.698901476532536,TIME EXIT,SNIPER_SHORT,1.1044080071446458,43.11221272382898
PIPPIN/USDT,2026-01-28 04:00:00,2026-01-28 04:45:00,SHORT,5.308596539087866,TIME EXIT,SNIPER_SHORT,1.8605271978844147,63.941789743523636
1000TOSHI/USDT,2026-01-28 03:30:00,2026-01-28 05:15:00,LONG,-6.978311750871374,STOP LOSS,SNIPER_LONG,6.660760806489449,22.24457747092585
HYPE/USDT,2026-01-28 05:00:00,2026-01-28 05:45:00,SHORT,9.636310324877451,TIME EXIT,SNIPER_SHORT,0.6146148387593651,73.70093272588996
KITE/USDT,2026-01-28 04:30:00,2026-01-28 06:15:00,LONG,33.78062098285582,TRAILING STOP,SNIPER_LONG,2.4033077745387375,25.314023301472105
IP/USDT,2026-01-27 18:30:00,2026-01-28 10:00:00,LONG,-12.808800596213695,STOP LOSS,SNIPER_LONG,2.4823336341589064,16.229006732476954
PENDLE/USDT,2026-01-28 12:15:00,2026-01-28 13:00:00,SHORT,-2.90442199838827,TIME EXIT,SNIPER_SHORT,1.8975355105013962,54.183192109581015
PENDLE/USDT,2026-01-28 13:30:00,2026-01-28 14:15:00,SHORT,5.9353685228536746,TIME EXIT,SNIPER_SHORT,1.8783522362209124,61.22482276918797
LINEA/USDT,2026-01-28 10:30:00,2026-01-28 15:00:00,LONG,-11.393800254452609,STOP LOSS,SNIPER_LONG,4.0133573739135935,15.477321170408848
BTR/USDT,2026-01-28 20:45:00,2026-01-28 21:30:00,SHORT,5.840331331398882,TIME EXIT,SNIPER_SHORT,0.8763768375847633,30.58779311836667
WLD/USDT,2026-01-28 21:30:00,2026-01-28 21:30:00,SHORT,-13.05759401389442,STOP LOSS,SNIPER_SHORT,7.207239517694624,30.52553404607217
ATH/USDT,2026-01-28 06:15:00,2026-01-28 23:00:00,LONG,14.064765930074481,TRAILING STOP,SNIPER_LONG,3.9048462509435478,17.17800420722708
WHITEWHALE/USDT,2026-01-28 22:30:00,2026-01-28 23:15:00,SHORT,-12.723919952910894,STOP LOSS,SNIPER_SHORT,1.5254366389007943,35.333701911178174
ATH/USDT,2026-01-28 23:30:00,2026-01-29 00:15:00,SHORT,5.535414340479221,TIME EXIT,SNIPER_SHORT,2.0607785697771086,28.05674004390485
WLD/USDT,2026-01-28 23:30:00,2026-01-29 00:15:00,SHORT,8.615147455834782,TIME EXIT,SNIPER_SHORT,1.2348327691604006,58.37901813929317
ARC/USDT,2026-01-28 23:00:00,2026-01-29 01:00:00,LONG,-8.391268137269751,STOP LOSS,SNIPER_LONG,3.839111422565659,18.4750961509221
IP/USDT,2026-01-29 01:15:00,2026-01-29 02:30:00,LONG,-14.411554289027942,STOP LOSS,SNIPER_LONG,4.279185615310423,22.358578129926755
PYTH/USDT,2026-01-28 15:15:00,2026-01-29 03:30:00,LONG,-12.687140355207255,STOP LOSS,SNIPER_LONG,2.0023523696194396,59.75980526627555
WHITEWHALE/USDT,2026-01-29 06:15:00,2026-01-29 06:30:00,SHORT,-12.753481135343087,STOP LOSS,SNIPER_SHORT,1.3805770761839395,50.7597483336078
KITE/USDT,2026-01-29 02:30:00,2026-01-29 06:45:00,LONG,-14.03827601606274,STOP LOSS,SNIPER_LONG,2.336892049150346,20.966115704461366
NAORIS/USDT,2026-01-29 07:00:00,2026-01-29 07:15:00,SHORT,-8.591464387721368,STOP LOSS,SNIPER_SHORT,1.5126434244689884,36.84329983201311
SENT/USDT,2026-01-29 07:00:00,2026-01-29 07:45:00,SHORT,-0.2800556570883858,TIME EXIT,SNIPER_SHORT,3.3158279322402664,52.075237319529556
NAORIS/USDT,2026-01-29 07:45:00,2026-01-29 08:00:00,SHORT,-10.016670536894589,STOP LOSS,SNIPER_SHORT,1.2704960369840288,42.42040724991956
SENT/USDT,2026-01-29 09:00:00,2026-01-29 09:45:00,SHORT,4.5011859899005415,TIME EXIT,SNIPER_SHORT,2.399312207245317,62.36519594777814
XPL/USDT,2026-01-28 05:15:00,2026-01-29 11:15:00,LONG,-12.619949619862833,STOP LOSS,SNIPER_LONG,2.509628359825656,37.92927553451823
XRP/USDT,2026-01-26 04:30:00,2026-01-29 14:15:00,LONG,-8.908772885626627,STOP LOSS,SNIPER_LONG,2.0523260501837886,31.601612256997456
SIREN/USDT,2026-01-29 05:00:00,2026-01-29 14:30:00,LONG,9.827356963503982,TRAILING STOP,SNIPER_LONG,9.1611350945646,18.111080375748497
MORPHO/USDT,2026-01-29 14:15:00,2026-01-29 14:30:00,LONG,-4.4757418933383,STOP LOSS,SNIPER_LONG,21.82155994294723,12.690900605361312
H/USDT,2026-01-29 14:45:00,2026-01-29 15:15:00,LONG,-11.892097539965057,STOP LOSS,SNIPER_LONG,27.612538100034453,33.75835311304003
HYPE/USDT,2026-01-29 12:00:00,2026-01-29 15:30:00,LONG,-13.259757110565175,STOP LOSS,SNIPER_LONG,8.712770078599048,18.186334069441774
SENT/USDT,2026-01-29 15:00:00,2026-01-29 15:45:00,SHORT,5.127813418335064,TIME EXIT,SNIPER_SHORT,0.8855091517392653,61.46115550780253
BTR/USDT,2026-01-29 06:45:00,2026-01-29 16:45:00,LONG,-13.181152798514516,STOP LOSS,SNIPER_LONG,4.103179644320647,27.962451773547844
ZRO/USDT,2026-01-29 16:30:00,2026-01-29 19:15:00,LONG,-11.663197975750151,STOP LOSS,SNIPER_LONG,3.37032190622183,15.020388028071721
SIREN/USDT,2026-01-29 17:15:00,2026-01-29 18:45:00,LONG,-13.542555901606987,STOP LOSS,SNIPER_LONG,2.3082929008557023,23.348441643376198
WLD/USDT,2026-01-29 16:00:00,2026-01-29 20:45:00,LONG,-16.021871530624704,STOP LOSS,SNIPER_LONG,3.10421439810456,55.449421940328136
KITE/USDT,2026-01-29 19:45:00,2026-01-29 22:00:00,LONG,-14.427097348581354,STOP LOSS,SNIPER_LONG,2.873888683249926,15.066003571994788
XAUT/USDT,2026-01-29 23:15:00,2026-01-30 01:00:00,LONG,-7.11579145669839,STOP LOSS,SNIPER_LONG,2.4954509789526886,18.695647704082173
POWER/USDT,2026-01-30 00:00:00,2026-01-30 02:00:00,LONG,-6.1154101016919,STOP LOSS,SNIPER_LONG,5.801489278421497,28.7155545832831
ZRO/USDT,2026-01-29 22:30:00,2026-01-30 06:00:00,LONG,-14.850691899960573,STOP LOSS,SNIPER_LONG,2.2818618082312274,18.38386920003593
0G/USDT,2026-01-30 05:00:00,2026-01-30 05:45:00,SHORT,5.7166261059527335,TIME EXIT,SNIPER_SHORT,2.3466905160120977,35.48358682027199
MON/USDT,2026-01-30 05:30:00,2026-01-30 06:15:00,SHORT,7.2528768018997605,TIME EXIT,SNIPER_SHORT,1.142018871784342,34.86956058681605
WHITEWHALE/USDT,2026-01-29 21:45:00,2026-01-30 09:15:00,LONG,-14.020359408086641,STOP LOSS,SNIPER_LONG,2.1212774805521937,9.900335670576633
BERA/USDT,2026-01-30 07:15:00,2026-01-30 07:30:00,LONG,-12.722529192956278,STOP LOSS,SNIPER_LONG,4.3675411269138635,23.85162927939616
AUCTION/USDT,2026-01-30 12:00:00,2026-01-30 14:30:00,LONG,24.45095341898096,TRAILING STOP,SNIPER_LONG,3.0358265388214285,32.385142849208236
AUCTION/USDT,2026-01-30 14:30:00,2026-01-30 14:30:00,LONG,-12.12948408910943,STOP LOSS,SNIPER_LONG,5.848757285327799,48.85277044126546
MON/USDT,2026-01-30 12:00:00,2026-01-30 15:15:00,LONG,-11.456581163768064,STOP LOSS,SNIPER_LONG,2.1412722905105257,22.709239680874624
SIREN/USDT,2026-01-30 03:45:00,2026-01-30 16:15:00,LONG,15.56675013962128,TRAILING STOP,SNIPER_LONG,3.4783368624676854,14.657340469810938
MUBARAK/USDT,2026-01-30 15:15:00,2026-01-30 18:15:00,LONG,-8.778026216170435,STOP LOSS,SNIPER_LONG,8.555883780730257,15.211702153727114
SENT/USDT,2026-01-30 01:00:00,2026-01-30 23:00:00,LONG,-11.809012953097438,STOP LOSS,SNIPER_LONG,2.7051425406488754,32.00772961305257
SENT/USDT,2026-01-31 01:30:00,2026-01-31 02:15:00,SHORT,5.505560053503703,TIME EXIT,SNIPER_SHORT,2.2511750738450083,31.938783559667385
SIREN/USDT,2026-01-30 16:15:00,2026-01-31 04:30:00,LONG,-12.133946074564093,STOP LOSS,SNIPER_LONG,27.671427247666042,26.447012041275375
KITE/USDT,2026-01-31 02:45:00,2026-01-31 03:30:00,SHORT,-4.408218950010078,TIME EXIT,SNIPER_SHORT,1.6938990705932413,40.14604069017055
ZAMA/USDT,2026-01-31 00:00:00,2026-01-31 06:30:00,LONG,15.789308997685637,TRAILING STOP,SNIPER_LONG,2.4010923450685153,20.875864336852707
HYPE/USDT,2026-01-30 19:00:00,2026-01-31 10:00:00,LONG,-12.392827388877537,STOP LOSS,SNIPER_LONG,3.4849958792607696,20.047523419271513
XMR/USDT,2026-01-31 06:45:00,2026-01-31 14:30:00,LONG,-9.050199905784433,STOP LOSS,SNIPER_LONG,3.981915226792652,13.13280275342038
XMR/USDT,2026-01-31 15:00:00,2026-01-31 17:30:00,LONG,-12.19580875617813,STOP LOSS,SNIPER_LONG,2.1460149679390175,23.77227322352403
KITE/USDT,2026-01-31 14:30:00,2026-01-31 18:30:00,LONG,-11.309635979493786,STOP LOSS,SNIPER_LONG,2.2804075999038727,27.770211641706908
SENT/USDT,2026-01-31 15:30:00,2026-01-31 23:15:00,LONG,18.097316915246886,TRAILING STOP,SNIPER_LONG,2.4092233362205877,18.476535785831956
VVV/USDT,2026-01-31 23:30:00,2026-02-01 00:15:00,SHORT,-1.2837732388234484,TIME EXIT,SNIPER_SHORT,1.1906064448705194,33.796107407388305
SENT/USDT,2026-02-01 00:30:00,2026-02-01 01:45:00,LONG,-11.834537747841189,STOP LOSS,SNIPER_LONG,2.4283227284265583,33.0085875799809
BTR/USDT,2026-02-01 01:00:00,2026-02-01 02:30:00,LONG,-11.640789748983932,STOP LOSS,SNIPER_LONG,2.9722653504264946,18.76923265556878
ZAMA/USDT,2026-02-01 01:45:00,2026-02-01 03:30:00,LONG,-11.17300370915637,STOP LOSS,SNIPER_LONG,7.4063739057569435,26.15069355131663
CLO/USDT,2026-02-01 03:00:00,2026-02-01 03:30:00,LONG,-10.479769551840269,STOP LOSS,SNIPER_LONG,3.1727008721023604,36.9511463653577
MYX/USDT,2026-02-01 06:15:00,2026-02-01 07:00:00,SHORT,1.1234206661489707,TIME EXIT,SNIPER_SHORT,0.9528905058719671,34.60303358459181
ZRO/USDT,2026-02-01 08:45:00,2026-02-01 14:15:00,LONG,-9.890046803474405,STOP LOSS,SNIPER_LONG,2.0356035769335508,22.5466232086138
KITE/USDT,2026-02-01 00:15:00,2026-02-01 23:00:00,LONG,-13.290529280659092,STOP LOSS,SNIPER_LONG,2.4369903787473204,17.288433914401566
WLFI/USDT,2026-02-01 20:00:00,2026-02-01 20:30:00,SHORT,-6.546661502332785,STOP LOSS,SNIPER_SHORT,0.9217186577686332,23.173911251259852
